laureate_id,file_name,gender,known_name,full_name,birth_year,award_year,category,prize_amount_adjusted,motivation,affiliation_name,affiliation_city,award_country,award_continent,prize_index,is_science
1027,krausz,male,Ferenc Krausz,Ferenc Krausz,1962.0,2023,Physics,11314967,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,Max Planck Institute of Quantum Optics,Garching,Germany,Europe,1,1
460,murad,male,Ferid Murad,Ferid Murad,1936.0,1998,Physiology or Medicine,12283299,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,University of Texas Medical School at Houston,"Houston, TX",USA,North America,1,1
786,kydland,male,Finn E. Kydland,Finn E. Kydland,1943.0,2004,Economic Sciences,14874529,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,Carnegie Mellon University,"Pittsburgh, PA",USA,North America,1,1
963,arnold,female,Frances H. Arnold,Frances H. Arnold,1956.0,2018,Chemistry,11380800,for the directed evolution of enzymes,California Institute of Technology (Caltech),"Pasadena, CA",USA,North America,1,1
372,crick,male,Francis Crick,Francis Harry Compton Crick,1916.0,1962,Physiology or Medicine,3587462,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Europe,1,1
180,aston,male,Francis W. Aston,Francis William Aston,1877.0,1922,Chemistry,3978181,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",University of Cambridge,Cambridge,United Kingdom,Europe,1,1
699,modigliani,male,Franco Modigliani,Franco Modigliani,1918.0,1985,Economic Sciences,4860820,for his pioneering analyses of saving and of financial markets,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1,1
887,englert,male,François Englert,François Englert,1932.0,2013,Physics,10578918,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",Université Libre de Bruxelles,Brussels,Belgium,Europe,1,1
380,jacob,male,François Jacob,François Jacob,1920.0,1965,Physiology or Medicine,3519063,for their discoveries concerning genetic control of enzyme and virus synthesis,Institut Pasteur,Paris,France,Europe,1,1
623,mauriac,male,François Mauriac,François Mauriac,1885.0,1952,Literature,3220326,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,,,France,Europe,1,0
824,barre-sinoussi,female,Françoise Barré-Sinoussi,Françoise Barré-Sinoussi,1947.0,2008,Physiology or Medicine,13817016,for their discovery of human immunodeficiency virus,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,Europe,1,1
494,kellogg,male,Frank B. Kellogg,Frank Billings Kellogg,1856.0,1929,Peace,6206272,for his crucial role in bringing about the Briand-Kellogg Pact,,,USA,North America,1,0
778,wilczek,male,Frank Wilczek,Frank Wilczek,1951.0,2004,Physics,14874529,for the discovery of asymptotic freedom in the theory of the strong interaction,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1,1
613,sillanpaa,male,Frans Eemil Sillanpää,Frans Eemil Sillanpää,1888.0,1939,Literature,5346318,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,,,Finland,Europe,1,0
1048,ramsdell,male,Fred Ramsdell,Frederick J. Ramsdell,1960.0,2025,Physiology or Medicine,11000000,for their discoveries concerning peripheral immune tolerance,Sonoma Biotherapeutics,"San Francisco, CA",USA,North America,1,1
193,joliot-fred,male,Frédéric Joliot,Frédéric Joliot,1900.0,1935,Chemistry,6319387,in recognition of their synthesis of new radioactive elements,Institut du Radium,Paris,France,Europe,1,1
573,mistral,male,Frédéric Mistral,Frédéric Mistral,1830.0,1904,Literature,9822844,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist",,,France,Europe,1,0
463,passy,male,Frédéric Passy,Frédéric Passy,1822.0,1901,Peace,10833458,"for his lifelong work for international peace conferences, diplomacy and arbitration",,,France,Europe,1,0
358,robbins,male,Frederick C. Robbins,Frederick Chapman Robbins,1916.0,1954,Physiology or Medicine,3338644,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Western Reserve University,"Cleveland, OH",USA,North America,1,1
313,banting,male,Frederick G. Banting,Frederick Grant Banting,1891.0,1923,Physiology or Medicine,4007513,for the discovery of insulin,University of Toronto,Toronto,Canada,North America,1,1
148,reines,male,Frederick Reines,Frederick Reines,1918.0,1995,Physics,11732784,for the detection of the neutrino,University of California,"Irvine, CA",USA,North America,1,1
222,sanger,male,Frederick Sanger,Frederick Sanger,1918.0,1958,Chemistry,3346838,"for his work on the structure of proteins, especially that of insulin",University of Cambridge,Cambridge,United Kingdom,Europe,1,1
222,sanger,male,Frederick Sanger,Frederick Sanger,1918.0,1980,Chemistry,3654081,for their contributions concerning the determination of base sequences in nucleic acids,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Europe,2,1
179,soddy,male,Frederick Soddy,Frederick Soddy,1877.0,1921,Chemistry,3202773,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",University of Oxford,Oxford,United Kingdom,Europe,1,1
474,bajer,male,Fredrik Bajer,Fredrik Bajer,1837.0,1908,Peace,8958535,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",,,Denmark,Europe,1,0
487,nansen,male,Fridtjof Nansen,Fridtjof Nansen,1861.0,1922,Peace,3978181,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",,,Norway,Europe,1,0
190,bergius,male,Friedrich Bergius,Friedrich Bergius,1884.0,1931,Chemistry,6623733,in recognition of their contributions to the invention and development of chemical high pressure methods,University of Heidelberg,Heidelberg,Germany,Europe,1,1
685,hayek,male,Friedrich von Hayek,Friedrich August von Hayek,1899.0,1974,Economic Sciences,4126741,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",,,,,1,1
508,friends-council,,,,,1947,Peace,3685518,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",,,,,1,0
60,zernike,male,Frits Zernike,Frits Zernike,1888.0,1953,Physics,3247029,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",Groningen University,Groningen,the Netherlands,Europe,1,1
177,haber,male,Fritz Haber,Fritz Haber,1868.0,1918,Chemistry,3600741,for the synthesis of ammonia from its elements,Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Berlin-Dahlem,Germany,Europe,1,1
355,lipmann,male,Fritz Lipmann,Fritz Albert Lipmann,1899.0,1953,Physiology or Medicine,3247029,for his discovery of co-enzyme A and its importance for intermediary metabolism,Harvard Medical School,"Boston, MA",USA,North America,1,1
181,pregl,male,Fritz Pregl,Fritz Pregl,1869.0,1923,Chemistry,4007513,for his invention of the method of micro-analysis of organic substances,Graz University,Graz,Austria,Europe,1,1
659,marquez,male,Gabriel García Márquez,Gabriel García Márquez,1927.0,1982,Literature,3923237,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",,,Mexico,North America,1,0
12,lippmann,male,Gabriel Lippmann,Gabriel Lippmann,1845.0,1908,Physics,8958535,for his method of reproducing colours photographically based on the phenomenon of interference,Sorbonne University,Paris,France,Europe,1,1
615,mistral,female,Gabriela Mistral,Gabriela Mistral,1889.0,1945,Literature,3161325,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",,,Chile,South America,1,0
734,gao,male,Gao Xingjian,Gao Xingjian,1940.0,2000,Literature,14331095,"for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",,,France,Europe,1,0
708,becker,male,Gary Becker,Gary S. Becker,1930.0,1992,Economic Sciences,11613791,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",University of Chicago,"Chicago, IL",USA,North America,1,1
1036,ruvkun,male,Gary Ruvkun,Gary Ruvkun,1952.0,2024,Physiology or Medicine,11000000,for the discovery of microRNA and its role in post-transcriptional gene regulation,Massachusetts General Hospital,"Boston, MA",USA,North America,1,1
1038,hinton,male,Geoffrey Hinton,Geoffrey Hinton,1947.0,2024,Physics,11000000,for foundational discoveries and inventions that enable machine learning with artificial neural networks,University of Toronto,Toronto,Canada,North America,1,1
245,wilkinson,male,Geoffrey Wilkinson,Geoffrey Wilkinson,1921.0,1973,Chemistry,4213275,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",Imperial College,London,United Kingdom,Europe,1,1
371,bekesy,male,Georg von Békésy,Georg von Békésy,1899.0,1961,Physiology or Medicine,3639892,for his discoveries of the physical mechanism of stimulation within the cochlea,Harvard University,"Cambridge, MA",USA,North America,1,1
253,wittig,male,Georg Wittig,Georg Wittig,1897.0,1979,Chemistry,3778486,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",University of Heidelberg,Heidelberg,Germany,Europe,1,1
744,akerlof,male,George A. Akerlof,George A. Akerlof,1940.0,2001,Economic Sciences,15547541,for their analyses of markets with asymmetric information,University of California,"Berkeley, CA",USA,North America,1,1
280,olah,male,George A. Olah,George A. Olah,1927.0,1994,Chemistry,11696265,for his contribution to carbocation chemistry,University of Southern California,"Los Angeles, CA",USA,North America,1,1
364,beadle,male,George Beadle,George Wells Beadle,1903.0,1958,Physiology or Medicine,3346838,for their discovery that genes act by regulating definite chemical events,California Institute of Technology (Caltech),"Pasadena, CA",USA,North America,1,1
596,shaw,male,George Bernard Shaw,George Bernard Shaw,1856.0,1925,Literature,4060423,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",,,United Kingdom,Europe,1,0
514,marshall,male,George C. Marshall,George Catlett Marshall,1880.0,1953,Peace,3247029,for proposing and supervising the plan for the economic recovery of Europe,,,USA,North America,1,0
421,snell,male,George D. Snell,George D. Snell,1903.0,1980,Physiology or Medicine,3654081,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Jackson Laboratory,"Bar Harbor, ME",USA,North America,1,1
201,hevesy,male,George de Hevesy,George de Hevesy,1885.0,1943,Chemistry,3187732,for his work on the use of isotopes as tracers in the study of chemical processes,Stockholm University,Stockholm,Sweden,Europe,1,1
405,palade,male,George E. Palade,George E. Palade,1912.0,1974,Physiology or Medicine,4126741,for their discoveries concerning the structural and functional organization of the cell,"Yale University, School of Medicine","New Haven, CT",USA,North America,1,1
840,smith,male,George E. Smith,George E. Smith,1930.0,2009,Physics,13857393,for the invention of an imaging semiconductor circuit - the CCD sensor,Bell Laboratories,"Murray Hill, NJ",USA,North America,1,1
805,smoot,male,George F. Smoot,George F. Smoot,1945.0,2006,Physics,14608749,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,University of California,"Berkeley, CA",USA,North America,1,1
439,hitchings,male,George H. Hitchings,George H. Hitchings,1905.0,1988,Physiology or Medicine,5874628,for their discoveries of important principles for drug treatment,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,North America,1,1
326,whipple,male,George H. Whipple,George Hoyt Whipple,1878.0,1934,Physiology or Medicine,6534637,for their discoveries concerning liver therapy in cases of anaemia,University of Rochester,"Rochester, NY",USA,North America,1,1
696,stigler,male,George J. Stigler,George J. Stigler,1911.0,1982,Economic Sciences,3923237,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",University of Chicago,"Chicago, IL",USA,North America,1,1
964,smith,male,George P. Smith,George P. Smith,1941.0,2018,Chemistry,11380800,for the phage display of peptides and antibodies,University of Missouri,Columbia,USA,North America,1,1
45,thomson,male,George Paget Thomson,George Paget Thomson,1892.0,1937,Physics,5963742,for their experimental discovery of the diffraction of electrons by crystals,London University,London,United Kingdom,Europe,1,1
235,porter,male,George Porter,George Porter,1920.0,1967,Chemistry,3595829,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Royal Institution of Great Britain,London,United Kingdom,Europe,1,1
327,minot,male,George R. Minot,George Richards Minot,1885.0,1934,Physiology or Medicine,6534637,for their discoveries concerning liver therapy in cases of anaemia,Harvard University,"Cambridge, MA",USA,North America,1,1
387,wald,male,George Wald,George Wald,1906.0,1967,Physiology or Medicine,3595829,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Harvard University,"Cambridge, MA",USA,North America,1,1
142,charpak,male,Georges Charpak,Georges Charpak,1924.0,1992,Physics,11613791,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",École Supérieure de Physique et Chimie,Paris,France,Europe,1,1
430,kohler,male,Georges J.F. Köhler,Georges J.F. Köhler,1946.0,1984,Physiology or Medicine,4782579,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,Basel Institute for Immunology,Basel,Switzerland,Europe,1,1
517,pire,male,Georges Pire,Georges Pire,1910.0,1958,Peace,3346838,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,,,Belgium,Europe,1,0
398,edelman,male,Gerald M. Edelman,Gerald M. Edelman,1929.0,1972,Physiology or Medicine,4230781,for their discoveries concerning the chemical structure of antibodies,Rockefeller University,"New York, NY",USA,North America,1,1
697,debreu,male,Gerard Debreu,Gerard Debreu,1921.0,1983,Economic Sciences,4698151,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,University of California,"Berkeley, CA",USA,North America,1,1
961,mourou,male,Gérard Mourou,Gérard Mourou,1944.0,2018,Physics,11380800,"for their method of generating high-intensity, ultra-short optical pulses",École Polytechnique,Palaiseau,France,Europe,1,1
158,thooft,male,Gerardus 't Hooft,Gerardus 't Hooft,1946.0,1999,Physics,12707531,for elucidating the quantum structure of electroweak interactions in physics,Utrecht University,Utrecht,the Netherlands,Europe,1,1
128,binnig,male,Gerd Binnig,Gerd Binnig,1947.0,1986,Physics,5182514,for their design of the scanning tunneling microscope,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,Europe,1,1
334,domagk,male,Gerhard Domagk,Gerhard Domagk,1895.0,1939,Physiology or Medicine,5346318,for the discovery of the antibacterial effects of prontosil,Munster University,Munster,Germany,Europe,1,1
816,ertl,male,Gerhard Ertl,Gerhard Ertl,1936.0,2007,Chemistry,14291742,for his studies of chemical processes on solid surfaces,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,Europe,1,1
240,herzberg,male,Gerhard Herzberg,Gerhard Herzberg,1904.0,1971,Chemistry,4200591,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals",National Research Council of Canada,Ottawa,Canada,North America,1,1
582,hauptmann,male,Gerhart Hauptmann,Gerhart Johann Robert Hauptmann,1862.0,1912,Literature,8540220,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",,,Germany,Europe,1,0
438,elion,female,Gertrude B. Elion,Gertrude B. Elion,1918.0,1988,Physiology or Medicine,5874628,for their discoveries of important principles for drug treatment,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,North America,1,1
344,cori-gt,female,Gerty Cori,"Gerty Theresa Cori, née Radnitz",1896.0,1947,Physiology or Medicine,3685518,for their discovery of the course of the catalytic conversion of glycogen,Washington University,"St. Louis, MO",USA,North America,1,1
1001,parisi,male,Giorgio Parisi,Giorgio Parisi,1948.0,2021,Physics,12096939,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,Sapienza University of Rome,Rome,Italy,Europe,1,1
635,seferis,male,Giorgos Seferis,Giorgos Seferis,1900.0,1963,Literature,3590371,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",,,Greece,Europe,1,0
576,carducci,male,Giosuè Carducci,Giosuè Carducci,1835.0,1906,Literature,9384824,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces",,,Italy,Europe,1,0
229,natta,male,Giulio Natta,Giulio Natta,1903.0,1963,Chemistry,3590371,for their discoveries in the field of the chemistry and technology of high polymers,Institute of Technology,Milan,Italy,Europe,1,1
213,seaborg,male,Glenn T. Seaborg,Glenn Theodore Seaborg,1912.0,1951,Chemistry,3396650,for their discoveries in the chemistry of the transuranium elements,University of California,"Berkeley, CA",USA,North America,1,1
418,hounsfield,male,Godfrey N. Hounsfield,Godfrey N. Hounsfield,1919.0,1979,Physiology or Medicine,3778486,for the development of computer assisted tomography,"Central Research Laboratories, EMI",London,United Kingdom,Europe,1,1
810,grameen,,,,,2006,Peace,14608749,for their efforts to create economic and social development from below,,,,,1,0
597,deledda,female,Grazia Deledda,Grazia Deledda,1871.0,1926,Literature,4138987,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,,,Italy,Europe,1,0
972,semenza,male,Gregg L. Semenza,Gregg L. Semenza,1956.0,2019,Physiology or Medicine,11178104,for their discoveries of how cells sense and adapt to oxygen availability,Johns Hopkins University,"Baltimore, MD",USA,North America,1,1
13,marconi,male,Guglielmo Marconi,Guglielmo Marconi,1874.0,1909,Physics,8958535,in recognition of their contributions to the development of wireless telegraphy,Marconi Wireless Telegraph Co. Ltd.,London,United Kingdom,Europe,1,1
1009,imbens,male,Guido W. Imbens,Guido W. Imbens,1963.0,2021,Economic Sciences,12096939,for their methodological contributions to the analysis of causal relationships,Stanford University,"Stanford, CA",USA,North America,1,1
684,myrdal,male,Gunnar Myrdal,Gunnar Myrdal,1898.0,1974,Economic Sciences,4126741,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",,,,,1,1
461,blobel,male,Günter Blobel,Günter Blobel,1936.0,1999,Physiology or Medicine,12707531,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,Rockefeller University,"New York, NY",USA,North America,1,1
676,grass,male,Günter Grass,Günter Grass,1927.0,1999,Literature,12707531,whose frolicsome black fables portray the forgotten face of history,,,Germany,Europe,1,0
17,dalen,male,Gustaf Dalén,Nils Gustaf Dalén,1869.0,1912,Physics,8540220,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,Swedish Gas-Accumulator Co.,"Lidingö, Stockholm",Sweden,Europe,1,1
31,hertz,male,Gustav Hertz,Gustav Ludwig Hertz,1887.0,1925,Physics,4060423,for their discovery of the laws governing the impact of an electron upon an atom,Halle University,Halle,Germany,Europe,1,1
491,stresemann,male,Gustav Stresemann,Gustav Stresemann,1878.0,1926,Peace,4138987,for their crucial role in bringing about the Locarno Treaty,,,Germany,Europe,1,0
777,politzer,male,H. David Politzer,H. David Politzer,1949.0,2004,Physics,14874529,for the discovery of asymptotic freedom in the theory of the strong interaction,California Institute of Technology (Caltech),"Pasadena, CA",USA,North America,1,1
389,khorana,male,H. Gobind Khorana,Har Gobind Khorana,1922.0,1968,Physiology or Medicine,3859767,for their interpretation of the genetic code and its function in protein synthesis,University of Wisconsin,"Madison, WI",USA,North America,1,1
751,horvitz,male,H. Robert Horvitz,H. Robert Horvitz,1947.0,2002,Physiology or Medicine,15218228,for their discoveries concerning genetic regulation of organ development and programmed cell death,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1,1
626,laxness,male,Halldór Laxness,Halldór Kiljan Laxness,1902.0,1955,Literature,3390958,for his vivid epic power which has renewed the great narrative art of Iceland,,,Iceland,Europe,1,0
416,smith,male,Hamilton O. Smith,Hamilton O. Smith,1931.0,1978,Physiology or Medicine,3665192,for the discovery of restriction enzymes and their application to problems of molecular genetics,Johns Hopkins University School of Medicine,"Baltimore, MD",USA,North America,1,1
1042,han,female,Han Kang,Han Kang,1970.0,2024,Literature,11000000,for her intense poetic prose that confronts historical traumas and exposes the fragility of human life,,,South Korea,Asia,1,0
91,alfven,male,Hannes Alfvén,Hannes Olof Gösta Alfvén,1908.0,1970,Physics,4018644,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics,Royal Institute of Technology,Stockholm,Sweden,Europe,1,1
88,bethe,male,Hans Bethe,Hans Albrecht Bethe,1906.0,1967,Physics,3595829,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars",Cornell University,"Ithaca, NY",USA,North America,1,1
188,fischer,male,Hans Fischer,Hans Fischer,1881.0,1930,Chemistry,6407146,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,Technische Hochschule (Institute of Technology),Munich,Germany,Europe,1,1
136,dehmelt,male,Hans G. Dehmelt,Hans G. Dehmelt,1922.0,1989,Physics,6629077,for the development of the ion trap technique,University of Washington,"Seattle, WA",USA,North America,1,1
354,krebs,male,Hans Krebs,Hans Adolf Krebs,1900.0,1953,Physiology or Medicine,3247029,for his discovery of the citric acid cycle,Sheffield University,Sheffield,United Kingdom,Europe,1,1
329,spemann,male,Hans Spemann,Hans Spemann,1869.0,1935,Physiology or Medicine,6319387,for his discovery of the organizer effect in embryonic development,University of Freiburg im Breisgau,Breisgau,Germany,Europe,1,1
187,euler-chelpin,male,Hans von Euler-Chelpin,Hans Karl August Simon von Euler-Chelpin,1873.0,1929,Chemistry,6206272,for their investigations on the fermentation of sugar and fermentative enzymes,Stockholm University,Stockholm,Sweden,Europe,1,1
823,hausen,male,Harald zur Hausen,Harald zur Hausen,1936.0,2008,Physiology or Medicine,13817016,for his discovery of human papilloma viruses causing cervical cancer,German Cancer Research Center,Heidelberg,Germany,Europe,1,1
192,urey,male,Harold C. Urey,Harold Clayton Urey,1893.0,1934,Chemistry,6534637,for his discovery of heavy hydrogen,Columbia University,"New York, NY",USA,North America,1,1
441,varmus,male,Harold E. Varmus,Harold E. Varmus,1939.0,1989,Physiology or Medicine,6629077,for their discovery of the cellular origin of retroviral oncogenes,University of California School of Medicine,"San Francisco, CA",USA,North America,1,1
801,pinter,male,Harold Pinter,Harold Pinter,1930.0,2005,Literature,14809494,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,,,United Kingdom,Europe,1,0
704,markowitz,male,Harry M. Markowitz,Harry M. Markowitz,1927.0,1990,Economic Sciences,8003376,for their pioneering work in the theory of financial economics,City University of New York,"New York, NY",USA,North America,1,1
650,martinson,male,Harry Martinson,Harry Martinson,1904.0,1974,Literature,4126741,for writings that catch the dewdrop and reflect the cosmos,,,Sweden,Europe,1,0
272,michel,male,Hartmut Michel,Hartmut Michel,1948.0,1988,Chemistry,5874628,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany,Europe,1,1
985,alter,male,Harvey J. Alter,Harvey J. Alter,1935.0,2020,Physiology or Medicine,12361835,for the discovery of Hepatitis C virus,National Institutes of Health,"Bethesda, MD",USA,North America,1,1
18,onnes,male,Heike Kamerlingh Onnes,Heike Kamerlingh Onnes,1853.0,1913,Physics,8694275,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium",Leiden University,Leiden,the Netherlands,Europe,1,1
647,boll,male,Heinrich Böll,Heinrich Böll,1917.0,1972,Literature,4230781,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature,,,Germany,Europe,1,0
129,rohrer,male,Heinrich Rohrer,Heinrich Rohrer,1933.0,1986,Physics,5182514,for their design of the scanning tunneling microscope,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,Europe,1,1
184,wieland,male,Heinrich Wieland,Heinrich Otto Wieland,1877.0,1927,Chemistry,4544453,for his investigations of the constitution of the bile acids and related substances,Munich University,Munich,Germany,Europe,1,1
2,lorentz,male,Hendrik A. Lorentz,Hendrik Antoon Lorentz,1853.0,1902,Physics,10191492,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,Leiden University,Leiden,the Netherlands,Europe,1,1
4,becquerel,male,Henri Becquerel,Antoine Henri Becquerel,1852.0,1903,Physics,9857642,in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity,École Polytechnique,Paris,France,Europe,1,1
600,bergson,male,Henri Bergson,Henri Bergson,1859.0,1927,Literature,4544453,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,,,France,Europe,1,0
481,fontaine,male,Henri La Fontaine,Henri La Fontaine,1854.0,1913,Peace,8694275,for his unparalleled contribution to the organization of peaceful internationalism,,,Belgium,Europe,1,0
165,moissan,male,Henri Moissan,Henri Moissan,1852.0,1906,Chemistry,9384824,"in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him",Sorbonne University,Paris,France,Europe,1,1
335,dam,male,Henrik Dam,Henrik Carl Peter Dam,1895.0,1943,Physiology or Medicine,3187732,for his discovery of vitamin K,Polytechnic Institute,Copenhagen,Denmark,Europe,1,1
587,pontoppidan,male,Henrik Pontoppidan,Henrik Pontoppidan,1857.0,1917,Literature,4957724,for his authentic descriptions of present-day life in Denmark,,,Denmark,Europe,1,0
462,dunant,male,Henry Dunant,Jean Henry Dunant,1828.0,1901,Peace,10833458,for his humanitarian efforts to help wounded soldiers and create international understanding,,,Switzerland,Europe,1,0
530,kissinger,male,Henry Kissinger,Henry Alfred Kissinger,1923.0,1973,Peace,4213275,for jointly having negotiated a cease fire in Vietnam in 1973,,,USA,North America,1,0
260,taube,male,Henry Taube,Henry Taube,1915.0,1983,Chemistry,4698151,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",Stanford University,"Stanford, CA",USA,North America,1,1
139,kendall,male,Henry W. Kendall,Henry W. Kendall,1926.0,1990,Physics,8003376,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1,1
575,sienkiewicz,male,Henryk Sienkiewicz,Henryk Sienkiewicz,1846.0,1905,Literature,9629677,because of his outstanding merits as an epic writer,,,Poland,Europe,1,0
262,hauptman,male,Herbert A. Hauptman,Herbert A. Hauptman,1917.0,1985,Chemistry,4860820,for their outstanding achievements in the development of direct methods for the determination of crystal structures,The Medical Foundation of Buffalo,"Buffalo, NY",USA,North America,1,1
252,brown,male,Herbert C. Brown,Herbert C. Brown,1912.0,1979,Chemistry,3778486,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",Purdue University,"West Lafayette, IN",USA,North America,1,1
727,kroemer,male,Herbert Kroemer,Herbert Kroemer,1928.0,2000,Physics,14331095,for developing semiconductor heterostructures used in high-speed- and opto-electronics,University of California,"Santa Barbara, CA",USA,North America,1,1
338,gasser,male,Herbert S. Gasser,Herbert Spencer Gasser,1888.0,1944,Physiology or Medicine,3174561,for their discoveries relating to the highly differentiated functions of single nerve fibres,Rockefeller Institute for Medical Research,"New York, NY",USA,North America,1,1
691,simon,male,Herbert Simon,Herbert A. Simon,1916.0,1978,Economic Sciences,3665192,for his pioneering research into the decision-making process within economic organizations,Carnegie Mellon University,"Pittsburgh, PA",USA,North America,1,1
617,hesse,male,Hermann Hesse,Hermann Hesse,1877.0,1946,Literature,3166301,"for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style",,,Switzerland,Europe,1,0
342,muller,male,Hermann J. Muller,Hermann Joseph Muller,1890.0,1946,Physiology or Medicine,3166301,for the discovery of the production of mutations by means of X-ray irradiation,Indiana University,"Bloomington, IN",USA,North America,1,1
216,staudinger,male,Hermann Staudinger,Hermann Staudinger,1881.0,1953,Chemistry,3247029,for his discoveries in the field of macromolecular chemistry,University of Freiburg,Breisgau,Germany,Europe,1,1
844,muller,female,Herta Müller,Herta Müller,1953.0,2009,Literature,13857393,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed",,,Germany,Europe,1,0
