laureate_id,file_name,gender,known_name,full_name,birth_date,birth_year,birth_country,birth_country_now,birth_continent,birth_location,death_year,prize_count,first_award_year,first_category,first_prize_amount_adjusted,first_motivation,first_affiliation_name,first_affiliation_city,first_award_country,first_award_continent,is_science
167,rutherford,male,Ernest Rutherford,Ernest Rutherford,1871-08-30,1871.0,New Zealand,New Zealand,Oceania,"Nelson, New Zealand",1937.0,1,1908,Chemistry,8958535,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances",Victoria University,Manchester,United Kingdom,Europe,1
57,walton,male,Ernest T.S. Walton,Ernest Thomas Sinton Walton,1903-10-06,1903.0,Ireland,Ireland,Europe,"Dungarvan, Ireland",1995.0,1,1951,Physics,3396650,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,Trinity College,Dublin,Ireland,Europe,1
471,moneta,male,Ernesto Teodoro Moneta,Ernesto Teodoro Moneta,1833-09-20,1833.0,Austrian Empire,Italy,Europe,"Milan, Austrian Empire (now Italy)",1918.0,1,1907,Peace,8894198,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy",,,Italy,Europe,0
340,chain,male,Ernst B. Chain,Ernst Boris Chain,1906-06-19,1906.0,Germany,Germany,Europe,"Berlin, Germany",1979.0,1,1945,Physiology or Medicine,3161325,for the discovery of penicillin and its curative effect in various infectious diseases,University of Oxford,Oxford,United Kingdom,Europe,1
244,fischer,male,Ernst Otto Fischer,Ernst Otto Fischer,1918-11-10,1918.0,Germany,Germany,Europe,"Munich, Germany",2007.0,1,1973,Chemistry,4213275,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",Technical University,Munich,Germany,Europe,1
127,ruska,male,Ernst Ruska,Ernst Ruska,1906-12-25,1906.0,Germany,Germany,Europe,"Heidelberg, Germany",1988.0,1,1986,Physics,5182514,"for his fundamental work in electron optics, and for the design of the first electron microscope",Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,Europe,1
444,neher,male,Erwin Neher,Erwin Neher,1944-03-20,1944.0,Germany,Germany,Europe,"Landsberg, Germany",,1,1991,Physiology or Medicine,10968389,for their discoveries concerning the function of single ion channels in cells,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany,Europe,1
39,schrodinger,male,Erwin Schrödinger,Erwin Schrödinger,1887-08-12,1887.0,Austria,Austria,Europe,"Vienna, Austria",1961.0,1,1933,Physics,6845037,for the discovery of new productive forms of atomic theory,Berlin University,Berlin,Germany,Europe,1
983,duflo,female,Esther Duflo,Esther Duflo,1972-10-25,1972.0,France,France,Europe,"Paris, France",,1,2019,Economic Sciences,11178104,for their experimental approach to alleviating global poverty,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1
894,fama,male,Eugene F. Fama,Eugene F. Fama,1939-02-14,1939.0,USA,USA,North America,"Boston, MA, USA",,1,2013,Economic Sciences,10578918,for their empirical analysis of asset prices,University of Chicago,"Chicago, IL",USA,North America,1
608,oneill,male,Eugene O'Neill,Eugene Gladstone O'Neill,1888-10-16,1888.0,USA,USA,North America,"New York, NY, USA",1953.0,1,1936,Literature,6213186,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",,,USA,North America,0
78,wigner,male,Eugene Wigner,Eugene Paul Wigner,1902-11-17,1902.0,Austria-Hungary,Hungary,Europe,"Budapest, Austria-Hungary (now Hungary)",1995.0,1,1963,Physics,3590371,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles",Princeton University,"Princeton, NJ",USA,North America,1
651,montale,male,Eugenio Montale,Eugenio Montale,1896-10-12,1896.0,Italy,Italy,Europe,"Genoa, Italy",1981.0,1,1975,Literature,4304697,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",,,Italy,Europe,0
881,eu,,,,,,,,,,,1,2012,Peace,10573021,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",,,,,0
649,johnson,male,Eyvind Johnson,Eyvind Johnson,1900-07-29,1900.0,Sweden,Sweden,Europe,"Svartbjörnsbyn, Sweden",1976.0,1,1974,Literature,4126741,"for a narrative art, far-seeing in lands and ages, in the service of freedom",,,Sweden,Europe,0
929,haldane,male,F. Duncan M. Haldane,F. Duncan M. Haldane,1951-09-14,1951.0,United Kingdom,United Kingdom,Europe,"London, United Kingdom",,1,2016,Physics,10496956,for theoretical discoveries of topological phase transitions and topological phases of matter,Princeton University,"Princeton, NJ",USA,North America,1
283,rowland,male,F. Sherwood Rowland,F. Sherwood Rowland,1927-06-28,1927.0,USA,USA,North America,"Delaware, OH, USA",2012.0,1,1995,Chemistry,11732784,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",University of California,"Irvine, CA",USA,North America,1
556,klerk,male,F.W. de Klerk,Frederik Willem de Klerk,1936-03-18,1936.0,South Africa,South Africa,Africa,"Johannesburg, South Africa",2021.0,1,1993,Peace,11436789,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",,,South Africa,Africa,0
58,bloch,male,Felix Bloch,Felix Bloch,1905-10-23,1905.0,Switzerland,Switzerland,Europe,"Zurich, Switzerland",1983.0,1,1952,Physics,3220326,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,Stanford University,"Stanford, CA",USA,North America,1
379,lynen,male,Feodor Lynen,Feodor Lynen,1911-04-06,1911.0,Germany,Germany,Europe,"Munich, Germany",1979.0,1,1964,Physiology or Medicine,3576149,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Max-Planck-Institut für Zellchemie,Munich,Germany,Europe,1
14,braun,male,Ferdinand Braun,Karl Ferdinand Braun,1850-06-06,1850.0,Hesse-Kassel,Germany,Europe,"Fulda, Hesse-Kassel (now Germany)",1918.0,1,1909,Physics,8958535,in recognition of their contributions to the development of wireless telegraphy,Strasbourg University,Strasbourg,France,Europe,1
492,buisson,male,Ferdinand Buisson,Ferdinand Buisson,1841-12-20,1841.0,France,France,Europe,"Paris, France",1932.0,1,1927,Peace,4544453,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,,,France,Europe,0
1027,krausz,male,Ferenc Krausz,Ferenc Krausz,1962-05-17,1962.0,Hungary,Hungary,Europe,"Mór, Hungary",,1,2023,Physics,11314967,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,Max Planck Institute of Quantum Optics,Garching,Germany,Europe,1
460,murad,male,Ferid Murad,Ferid Murad,1936-09-14,1936.0,USA,USA,North America,"Whiting, IN, USA",2023.0,1,1998,Physiology or Medicine,12283299,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,University of Texas Medical School at Houston,"Houston, TX",USA,North America,1
786,kydland,male,Finn E. Kydland,Finn E. Kydland,1943-12-01,1943.0,Norway,Norway,Europe,"Gjesdal, Norway",,1,2004,Economic Sciences,14874529,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,Carnegie Mellon University,"Pittsburgh, PA",USA,North America,1
963,arnold,female,Frances H. Arnold,Frances H. Arnold,1956-07-25,1956.0,USA,USA,North America,"Pittsburgh, PA, USA",,1,2018,Chemistry,11380800,for the directed evolution of enzymes,California Institute of Technology (Caltech),"Pasadena, CA",USA,North America,1
372,crick,male,Francis Crick,Francis Harry Compton Crick,1916-06-08,1916.0,United Kingdom,United Kingdom,Europe,"Northampton, United Kingdom",2004.0,1,1962,Physiology or Medicine,3587462,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Europe,1
180,aston,male,Francis W. Aston,Francis William Aston,1877-09-01,1877.0,United Kingdom,United Kingdom,Europe,"Harborne, United Kingdom",1945.0,1,1922,Chemistry,3978181,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",University of Cambridge,Cambridge,United Kingdom,Europe,1
699,modigliani,male,Franco Modigliani,Franco Modigliani,1918-06-18,1918.0,Italy,Italy,Europe,"Rome, Italy",2003.0,1,1985,Economic Sciences,4860820,for his pioneering analyses of saving and of financial markets,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1
887,englert,male,François Englert,François Englert,1932-11-06,1932.0,Belgium,Belgium,Europe,"Etterbeek, Belgium",,1,2013,Physics,10578918,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",Université Libre de Bruxelles,Brussels,Belgium,Europe,1
380,jacob,male,François Jacob,François Jacob,1920-06-17,1920.0,France,France,Europe,"Nancy, France",2013.0,1,1965,Physiology or Medicine,3519063,for their discoveries concerning genetic control of enzyme and virus synthesis,Institut Pasteur,Paris,France,Europe,1
623,mauriac,male,François Mauriac,François Mauriac,1885-10-11,1885.0,France,France,Europe,"Bordeaux, France",1970.0,1,1952,Literature,3220326,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,,,France,Europe,0
824,barre-sinoussi,female,Françoise Barré-Sinoussi,Françoise Barré-Sinoussi,1947-07-30,1947.0,France,France,Europe,"Paris, France",,1,2008,Physiology or Medicine,13817016,for their discovery of human immunodeficiency virus,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,Europe,1
494,kellogg,male,Frank B. Kellogg,Frank Billings Kellogg,1856-12-22,1856.0,USA,USA,North America,"Potsdam, NY, USA",1937.0,1,1929,Peace,6206272,for his crucial role in bringing about the Briand-Kellogg Pact,,,USA,North America,0
778,wilczek,male,Frank Wilczek,Frank Wilczek,1951-05-15,1951.0,USA,USA,North America,"New York, NY, USA",,1,2004,Physics,14874529,for the discovery of asymptotic freedom in the theory of the strong interaction,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,North America,1
613,sillanpaa,male,Frans Eemil Sillanpää,Frans Eemil Sillanpää,1888-09-16,1888.0,Russian Empire,Finland,Europe,"Hämeenkyrö, Russian Empire (now Finland)",1964.0,1,1939,Literature,5346318,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,,,Finland,Europe,0
1048,ramsdell,male,Fred Ramsdell,Frederick J. Ramsdell,1960-12-04,1960.0,USA,USA,North America,"Elmhurst, IL, USA",,1,2025,Physiology or Medicine,11000000,for their discoveries concerning peripheral immune tolerance,Sonoma Biotherapeutics,"San Francisco, CA",USA,North America,1
193,joliot-fred,male,Frédéric Joliot,Frédéric Joliot,1900-03-19,1900.0,France,France,Europe,"Paris, France",1958.0,1,1935,Chemistry,6319387,in recognition of their synthesis of new radioactive elements,Institut du Radium,Paris,France,Europe,1
573,mistral,male,Frédéric Mistral,Frédéric Mistral,1830-09-08,1830.0,France,France,Europe,"Maillane, France",1914.0,1,1904,Literature,9822844,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist",,,France,Europe,0
463,passy,male,Frédéric Passy,Frédéric Passy,1822-05-20,1822.0,France,France,Europe,"Paris, France",1912.0,1,1901,Peace,10833458,"for his lifelong work for international peace conferences, diplomacy and arbitration",,,France,Europe,0
358,robbins,male,Frederick C. Robbins,Frederick Chapman Robbins,1916-08-25,1916.0,USA,USA,North America,"Auburn, AL, USA",2003.0,1,1954,Physiology or Medicine,3338644,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Western Reserve University,"Cleveland, OH",USA,North America,1
313,banting,male,Frederick G. Banting,Frederick Grant Banting,1891-11-14,1891.0,Canada,Canada,North America,"Alliston, Canada",1941.0,1,1923,Physiology or Medicine,4007513,for the discovery of insulin,University of Toronto,Toronto,Canada,North America,1
148,reines,male,Frederick Reines,Frederick Reines,1918-03-16,1918.0,USA,USA,North America,"Paterson, NJ, USA",1998.0,1,1995,Physics,11732784,for the detection of the neutrino,University of California,"Irvine, CA",USA,North America,1
222,sanger,male,Frederick Sanger,Frederick Sanger,1918-08-13,1918.0,United Kingdom,United Kingdom,Europe,"Rendcombe, United Kingdom",2013.0,2,1958,Chemistry,3346838,"for his work on the structure of proteins, especially that of insulin",University of Cambridge,Cambridge,United Kingdom,Europe,1
179,soddy,male,Frederick Soddy,Frederick Soddy,1877-09-02,1877.0,United Kingdom,United Kingdom,Europe,"Eastbourne, United Kingdom",1956.0,1,1921,Chemistry,3202773,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",University of Oxford,Oxford,United Kingdom,Europe,1
474,bajer,male,Fredrik Bajer,Fredrik Bajer,1837-04-21,1837.0,Denmark,Denmark,Europe,"Næstved, Denmark",1922.0,1,1908,Peace,8958535,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",,,Denmark,Europe,0
487,nansen,male,Fridtjof Nansen,Fridtjof Nansen,1861-10-10,1861.0,Norway,Norway,Europe,"Kristiania (now Oslo), Norway",1930.0,1,1922,Peace,3978181,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",,,Norway,Europe,0
190,bergius,male,Friedrich Bergius,Friedrich Bergius,1884-10-11,1884.0,Germany,Poland,Europe,"Goldschmieden, near Breslau, Germany (now Poland)",1949.0,1,1931,Chemistry,6623733,in recognition of their contributions to the invention and development of chemical high pressure methods,University of Heidelberg,Heidelberg,Germany,Europe,1
685,hayek,male,Friedrich von Hayek,Friedrich August von Hayek,1899-05-08,1899.0,Austria,Austria,Europe,"Vienna, Austria",1992.0,1,1974,Economic Sciences,4126741,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",,,,,1
508,friends-council,,,,,,,,,,,1,1947,Peace,3685518,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",,,,,0
60,zernike,male,Frits Zernike,Frits Zernike,1888-07-16,1888.0,the Netherlands,the Netherlands,Europe,"Amsterdam, the Netherlands",1966.0,1,1953,Physics,3247029,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",Groningen University,Groningen,the Netherlands,Europe,1
177,haber,male,Fritz Haber,Fritz Haber,1868-12-09,1868.0,Prussia,Poland,Europe,"Breslau, Prussia (now Wroclaw, Poland)",1934.0,1,1918,Chemistry,3600741,for the synthesis of ammonia from its elements,Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Berlin-Dahlem,Germany,Europe,1
355,lipmann,male,Fritz Lipmann,Fritz Albert Lipmann,1899-06-12,1899.0,Germany,Russia,Europe,"Koenigsberg, Germany (now Kaliningrad, Russia)",1986.0,1,1953,Physiology or Medicine,3247029,for his discovery of co-enzyme A and its importance for intermediary metabolism,Harvard Medical School,"Boston, MA",USA,North America,1
181,pregl,male,Fritz Pregl,Fritz Pregl,1869-09-03,1869.0,Austria-Hungary,Slovenia,Europe,"Laibach, Austria-Hungary (now Ljubljana, Slovenia)",1930.0,1,1923,Chemistry,4007513,for his invention of the method of micro-analysis of organic substances,Graz University,Graz,Austria,Europe,1
659,marquez,male,Gabriel García Márquez,Gabriel García Márquez,1927-03-06,1927.0,Colombia,Colombia,South America,"Aracataca, Colombia",2014.0,1,1982,Literature,3923237,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",,,Mexico,North America,0
12,lippmann,male,Gabriel Lippmann,Gabriel Lippmann,1845-08-16,1845.0,Luxembourg,Luxembourg,Europe,"Hollerich, Luxembourg",1921.0,1,1908,Physics,8958535,for his method of reproducing colours photographically based on the phenomenon of interference,Sorbonne University,Paris,France,Europe,1
615,mistral,female,Gabriela Mistral,Gabriela Mistral,1889-04-07,1889.0,Chile,Chile,South America,"Vicuña, Chile",1957.0,1,1945,Literature,3161325,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",,,Chile,South America,0
734,gao,male,Gao Xingjian,Gao Xingjian,1940-01-04,1940.0,China,China,Asia,"Ganzhou, China",,1,2000,Literature,14331095,"for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",,,France,Europe,0
708,becker,male,Gary Becker,Gary S. Becker,1930-12-02,1930.0,USA,USA,North America,"Pottsville, PA, USA",2014.0,1,1992,Economic Sciences,11613791,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",University of Chicago,"Chicago, IL",USA,North America,1
1036,ruvkun,male,Gary Ruvkun,Gary Ruvkun,1952-00-00,1952.0,USA,USA,North America,"Berkeley, CA, USA",,1,2024,Physiology or Medicine,11000000,for the discovery of microRNA and its role in post-transcriptional gene regulation,Massachusetts General Hospital,"Boston, MA",USA,North America,1
1038,hinton,male,Geoffrey Hinton,Geoffrey Hinton,1947-12-06,1947.0,United Kingdom,United Kingdom,Europe,"London, United Kingdom",,1,2024,Physics,11000000,for foundational discoveries and inventions that enable machine learning with artificial neural networks,University of Toronto,Toronto,Canada,North America,1
245,wilkinson,male,Geoffrey Wilkinson,Geoffrey Wilkinson,1921-07-14,1921.0,United Kingdom,United Kingdom,Europe,"Todmorden, United Kingdom",1996.0,1,1973,Chemistry,4213275,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",Imperial College,London,United Kingdom,Europe,1
371,bekesy,male,Georg von Békésy,Georg von Békésy,1899-06-03,1899.0,Hungary,Hungary,Europe,"Budapest, Hungary",1972.0,1,1961,Physiology or Medicine,3639892,for his discoveries of the physical mechanism of stimulation within the cochlea,Harvard University,"Cambridge, MA",USA,North America,1
253,wittig,male,Georg Wittig,Georg Wittig,1897-06-16,1897.0,Germany,Germany,Europe,"Berlin, Germany",1987.0,1,1979,Chemistry,3778486,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",University of Heidelberg,Heidelberg,Germany,Europe,1
744,akerlof,male,George A. Akerlof,George A. Akerlof,1940-06-17,1940.0,USA,USA,North America,"New Haven, CT, USA",,1,2001,Economic Sciences,15547541,for their analyses of markets with asymmetric information,University of California,"Berkeley, CA",USA,North America,1
280,olah,male,George A. Olah,George A. Olah,1927-05-22,1927.0,Hungary,Hungary,Europe,"Budapest, Hungary",2017.0,1,1994,Chemistry,11696265,for his contribution to carbocation chemistry,University of Southern California,"Los Angeles, CA",USA,North America,1
364,beadle,male,George Beadle,George Wells Beadle,1903-10-22,1903.0,USA,USA,North America,"Wahoo, NE, USA",1989.0,1,1958,Physiology or Medicine,3346838,for their discovery that genes act by regulating definite chemical events,California Institute of Technology (Caltech),"Pasadena, CA",USA,North America,1
596,shaw,male,George Bernard Shaw,George Bernard Shaw,1856-07-26,1856.0,Ireland,Ireland,Europe,"Dublin, Ireland",1950.0,1,1925,Literature,4060423,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",,,United Kingdom,Europe,0
514,marshall,male,George C. Marshall,George Catlett Marshall,1880-12-31,1880.0,USA,USA,North America,"Uniontown, PA, USA",1959.0,1,1953,Peace,3247029,for proposing and supervising the plan for the economic recovery of Europe,,,USA,North America,0
421,snell,male,George D. Snell,George D. Snell,1903-12-19,1903.0,USA,USA,North America,"Bradford, MA, USA",1996.0,1,1980,Physiology or Medicine,3654081,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Jackson Laboratory,"Bar Harbor, ME",USA,North America,1
201,hevesy,male,George de Hevesy,George de Hevesy,1885-08-01,1885.0,Austria-Hungary,Hungary,Europe,"Budapest, Austria-Hungary (now Hungary)",1966.0,1,1943,Chemistry,3187732,for his work on the use of isotopes as tracers in the study of chemical processes,Stockholm University,Stockholm,Sweden,Europe,1
405,palade,male,George E. Palade,George E. Palade,1912-11-19,1912.0,Romania,Romania,Europe,"Iasi, Romania",2008.0,1,1974,Physiology or Medicine,4126741,for their discoveries concerning the structural and functional organization of the cell,"Yale University, School of Medicine","New Haven, CT",USA,North America,1
840,smith,male,George E. Smith,George E. Smith,1930-05-10,1930.0,USA,USA,North America,"White Plains, NY, USA",2025.0,1,2009,Physics,13857393,for the invention of an imaging semiconductor circuit - the CCD sensor,Bell Laboratories,"Murray Hill, NJ",USA,North America,1
805,smoot,male,George F. Smoot,George F. Smoot,1945-02-20,1945.0,USA,USA,North America,"Yukon, FL, USA",2025.0,1,2006,Physics,14608749,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,University of California,"Berkeley, CA",USA,North America,1
439,hitchings,male,George H. Hitchings,George H. Hitchings,1905-04-18,1905.0,USA,USA,North America,"Hoquiam, WA, USA",1998.0,1,1988,Physiology or Medicine,5874628,for their discoveries of important principles for drug treatment,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,North America,1
326,whipple,male,George H. Whipple,George Hoyt Whipple,1878-08-28,1878.0,USA,USA,North America,"Ashland, NH, USA",1976.0,1,1934,Physiology or Medicine,6534637,for their discoveries concerning liver therapy in cases of anaemia,University of Rochester,"Rochester, NY",USA,North America,1
696,stigler,male,George J. Stigler,George J. Stigler,1911-01-17,1911.0,USA,USA,North America,"Renton, WA, USA",1991.0,1,1982,Economic Sciences,3923237,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",University of Chicago,"Chicago, IL",USA,North America,1
964,smith,male,George P. Smith,George P. Smith,1941-03-10,1941.0,USA,USA,North America,"Norwalk, CT, USA",,1,2018,Chemistry,11380800,for the phage display of peptides and antibodies,University of Missouri,Columbia,USA,North America,1
45,thomson,male,George Paget Thomson,George Paget Thomson,1892-05-03,1892.0,United Kingdom,United Kingdom,Europe,"Cambridge, United Kingdom",1975.0,1,1937,Physics,5963742,for their experimental discovery of the diffraction of electrons by crystals,London University,London,United Kingdom,Europe,1
235,porter,male,George Porter,George Porter,1920-12-06,1920.0,United Kingdom,United Kingdom,Europe,"Stainforth, United Kingdom",2002.0,1,1967,Chemistry,3595829,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Royal Institution of Great Britain,London,United Kingdom,Europe,1
327,minot,male,George R. Minot,George Richards Minot,1885-12-02,1885.0,USA,USA,North America,"Boston, MA, USA",1950.0,1,1934,Physiology or Medicine,6534637,for their discoveries concerning liver therapy in cases of anaemia,Harvard University,"Cambridge, MA",USA,North America,1
387,wald,male,George Wald,George Wald,1906-11-18,1906.0,USA,USA,North America,"New York, NY, USA",1997.0,1,1967,Physiology or Medicine,3595829,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Harvard University,"Cambridge, MA",USA,North America,1
142,charpak,male,Georges Charpak,Georges Charpak,1924-08-01,1924.0,Poland,Poland,Europe,"Dabrovica, Poland",2010.0,1,1992,Physics,11613791,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",École Supérieure de Physique et Chimie,Paris,France,Europe,1
430,kohler,male,Georges J.F. Köhler,Georges J.F. Köhler,1946-04-17,1946.0,Germany,Germany,Europe,"Munich, Germany",1995.0,1,1984,Physiology or Medicine,4782579,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,Basel Institute for Immunology,Basel,Switzerland,Europe,1
517,pire,male,Georges Pire,Georges Pire,1910-02-10,1910.0,Belgium,Belgium,Europe,"Dinant, Belgium",1969.0,1,1958,Peace,3346838,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,,,Belgium,Europe,0
398,edelman,male,Gerald M. Edelman,Gerald M. Edelman,1929-07-01,1929.0,USA,USA,North America,"New York, NY, USA",2014.0,1,1972,Physiology or Medicine,4230781,for their discoveries concerning the chemical structure of antibodies,Rockefeller University,"New York, NY",USA,North America,1
697,debreu,male,Gerard Debreu,Gerard Debreu,1921-07-04,1921.0,France,France,Europe,"Calais, France",2004.0,1,1983,Economic Sciences,4698151,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,University of California,"Berkeley, CA",USA,North America,1
961,mourou,male,Gérard Mourou,Gérard Mourou,1944-06-22,1944.0,France,France,Europe,"Albertville, France",,1,2018,Physics,11380800,"for their method of generating high-intensity, ultra-short optical pulses",École Polytechnique,Palaiseau,France,Europe,1
158,thooft,male,Gerardus 't Hooft,Gerardus 't Hooft,1946-07-05,1946.0,the Netherlands,the Netherlands,Europe,"Den Helder, the Netherlands",,1,1999,Physics,12707531,for elucidating the quantum structure of electroweak interactions in physics,Utrecht University,Utrecht,the Netherlands,Europe,1
128,binnig,male,Gerd Binnig,Gerd Binnig,1947-07-20,1947.0,West Germany,Germany,Europe,"Frankfurt-on-the-Main, West Germany (now Germany)",,1,1986,Physics,5182514,for their design of the scanning tunneling microscope,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,Europe,1
334,domagk,male,Gerhard Domagk,Gerhard Domagk,1895-10-30,1895.0,Germany,Poland,Europe,"Lagow, Germany (now Poland)",1964.0,1,1939,Physiology or Medicine,5346318,for the discovery of the antibacterial effects of prontosil,Munster University,Munster,Germany,Europe,1
816,ertl,male,Gerhard Ertl,Gerhard Ertl,1936-10-10,1936.0,Germany,Germany,Europe,"Bad Cannstatt, Germany",,1,2007,Chemistry,14291742,for his studies of chemical processes on solid surfaces,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,Europe,1
240,herzberg,male,Gerhard Herzberg,Gerhard Herzberg,1904-12-25,1904.0,Germany,Germany,Europe,"Hamburg, Germany",1999.0,1,1971,Chemistry,4200591,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals",National Research Council of Canada,Ottawa,Canada,North America,1
582,hauptmann,male,Gerhart Hauptmann,Gerhart Johann Robert Hauptmann,1862-11-15,1862.0,Prussia,Poland,Europe,"Bad Salzbrunn, Prussia (now Poland)",1946.0,1,1912,Literature,8540220,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",,,Germany,Europe,0
438,elion,female,Gertrude B. Elion,Gertrude B. Elion,1918-01-23,1918.0,USA,USA,North America,"New York, NY, USA",1999.0,1,1988,Physiology or Medicine,5874628,for their discoveries of important principles for drug treatment,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,North America,1
344,cori-gt,female,Gerty Cori,"Gerty Theresa Cori, née Radnitz",1896-08-15,1896.0,Austria-Hungary,Czech Republic,Europe,"Prague, Austria-Hungary (now Czech Republic)",1957.0,1,1947,Physiology or Medicine,3685518,for their discovery of the course of the catalytic conversion of glycogen,Washington University,"St. Louis, MO",USA,North America,1
1001,parisi,male,Giorgio Parisi,Giorgio Parisi,1948-08-04,1948.0,Italy,Italy,Europe,"Rome, Italy",,1,2021,Physics,12096939,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,Sapienza University of Rome,Rome,Italy,Europe,1
635,seferis,male,Giorgos Seferis,Giorgos Seferis,1900-03-13,1900.0,Ottoman Empire,Turkey,Asia,"Smyrna, Ottoman Empire (now Izmir, Turkey)",1971.0,1,1963,Literature,3590371,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",,,Greece,Europe,0
576,carducci,male,Giosuè Carducci,Giosuè Carducci,1835-07-27,1835.0,Tuscany,Italy,Europe,"Val di Castello, Tuscany (now Italy)",1907.0,1,1906,Literature,9384824,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces",,,Italy,Europe,0
229,natta,male,Giulio Natta,Giulio Natta,1903-02-26,1903.0,Italy,Italy,Europe,"Imperia, Italy",1979.0,1,1963,Chemistry,3590371,for their discoveries in the field of the chemistry and technology of high polymers,Institute of Technology,Milan,Italy,Europe,1
